,Line_1,Line_2,Line_3,Line_4,Line_5,Line_6,Line_7,Line_8,Line_9,Line_10,Line_11,Line_12,Line_13,Line_14,Line_15
1,Ns,,,,,,,,,,,,,,Ns
2,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,
10,Nr,,,,,Js,,,,Jr,,,,,Nr
11,NL,,,,,,,,,,,,,,
12,NL,,,,,,,,,,,,,,
13,NL,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,
19,,,,,,,,,Js,,Jr,,,,
20,NL,,,,,,,,,,,,,,
21,NL,,,,,,,,,,,,,,
22,NL,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,
28,,,,,,Js,,Jr,,,,,,,
29,NL,,,,,,,,,,,,,,
30,NL,,,,,,,,,,,,,,
31,NL,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,
33,,,,,,,,,C,,,,,,
34,,,,,,,,,,,,,,,
35,,,,,,,,,,,C,,,,
36,,,,,,,,,,,,,,,
37,,,,J,,,,,,,,Js,Jr,,
38,NL,,,,,,,,,,,,,,
39,NL,,,,,,,,,,,,,,
40,NL,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,
46,J,J,,,,,,,,,,,,Js,Jr
47,NL,,,,,,,,,,,,,,
48,NL,,,,,,,,,,,,,,
49,NL,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,
55,St,St,St,St,St,St,St,St,St,St,St,St,St,St,St
56,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,
58,NL,,,,,,,,,,,,,,
59,NL,,,,,,,,,,,,,,
